,state_code_year,month,WET_DRY_SPELL,PRECIPITATION,TEMPERATURE,CLIMAT,STATE_YEAR_MONTH
4375,PA-1999,4,-1.93,3.96,48.6,continental humide ete sec,PA-1999-4
5551,PA-1999,5,-2.46,2.56,59.3,continental humide ete sec,PA-1999-5
6727,PA-1999,6,-3.1,2.37,67.3,continental humide ete sec,PA-1999-6
7903,PA-1999,7,-3.97,2.62,74.0,continental humide ete sec,PA-1999-7
9079,PA-1999,8,-3.96,3.67,68.5,continental humide ete sec,PA-1999-8
10255,PA-1999,9,1.07,6.65,62.8,continental humide ete sec,PA-1999-9
11431,PA-1999,10,-0.24,2.28,49.3,continental humide ete sec,PA-1999-10
12607,PA-1999,11,-0.34,3.37,44.8,continental humide ete sec,PA-1999-11
13783,PA-1999,12,-0.56,2.44,32.4,continental humide ete sec,PA-1999-12
848,PA-2000,1,-0.72,2.36,25.6,continental humide ete sec,PA-2000-1
2024,PA-2000,2,-0.5,2.82,31.6,continental humide ete sec,PA-2000-2
3200,PA-2000,3,-0.74,3.52,42.6,continental humide ete sec,PA-2000-3
4376,PA-2000,4,0.41,4.48,47.5,continental humide ete sec,PA-2000-4
5552,PA-2000,5,0.4,4.54,60.0,continental humide ete sec,PA-2000-5
6728,PA-2000,6,0.88,5.3,67.2,continental humide ete sec,PA-2000-6
7904,PA-2000,7,0.63,3.34,66.9,continental humide ete sec,PA-2000-7
9080,PA-2000,8,0.62,3.65,67.3,continental humide ete sec,PA-2000-8
10256,PA-2000,9,0.83,3.94,60.6,continental humide ete sec,PA-2000-9
11432,PA-2000,10,-0.27,2.37,52.0,continental humide ete sec,PA-2000-10
12608,PA-2000,11,-0.66,2.12,38.3,continental humide ete sec,PA-2000-11
13784,PA-2000,12,-0.59,2.94,22.4,continental humide ete sec,PA-2000-12
849,PA-2001,1,-0.98,1.88,26.1,continental humide ete sec,PA-2001-1
2025,PA-2001,2,-1.43,1.55,31.5,continental humide ete sec,PA-2001-2
3201,PA-2001,3,-0.88,4.04,33.3,continental humide ete sec,PA-2001-3
4377,PA-2001,4,-1.3,2.79,49.2,continental humide ete sec,PA-2001-4
5553,PA-2001,5,-1.64,3.08,58.6,continental humide ete sec,PA-2001-5
6729,PA-2001,6,-1.5,4.1,66.8,continental humide ete sec,PA-2001-6
7905,PA-2001,7,-1.88,2.74,67.8,continental humide ete sec,PA-2001-7
9081,PA-2001,8,-2.21,3.32,71.7,continental humide ete sec,PA-2001-8
10257,PA-2001,9,-1.85,3.98,60.4,continental humide ete sec,PA-2001-9
11433,PA-2001,10,-2.24,2.15,51.7,continental humide ete sec,PA-2001-10
12609,PA-2001,11,-3.1,2.07,45.8,continental humide ete sec,PA-2001-11
13785,PA-2001,12,-3.35,2.66,36.4,continental humide ete sec,PA-2001-12
850,PA-2002,1,-3.36,2.13,33.0,continental humide ete sec,PA-2002-1
2026,PA-2002,2,-3.67,1.45,33.9,continental humide ete sec,PA-2002-2
3202,PA-2002,3,-3.13,3.98,38.2,continental humide ete sec,PA-2002-3
4378,PA-2002,4,-2.82,3.92,50.0,continental humide ete sec,PA-2002-4
5554,PA-2002,5,-1.76,5.68,55.0,continental humide ete sec,PA-2002-5
6730,PA-2002,6,-1.32,4.85,67.9,continental humide ete sec,PA-2002-6
7906,PA-2002,7,-2.18,2.31,72.5,continental humide ete sec,PA-2002-7
9082,PA-2002,8,-2.85,2.67,71.8,continental humide ete sec,PA-2002-8
10258,PA-2002,9,0.0,4.33,64.9,continental humide ete sec,PA-2002-9
11434,PA-2002,10,0.72,5.06,49.4,continental humide ete sec,PA-2002-10
12610,PA-2002,11,0.87,3.36,39.2,continental humide ete sec,PA-2002-11
13786,PA-2002,12,1.2,3.81,27.8,continental humide ete sec,PA-2002-12
851,PA-2003,1,0.88,2.41,20.6,continental humide ete sec,PA-2003-1
2027,PA-2003,2,1.31,3.51,23.8,continental humide ete sec,PA-2003-2
3203,PA-2003,3,-0.36,2.84,37.2,continental humide ete sec,PA-2003-3
4379,PA-2003,4,-0.81,2.66,47.8,continental humide ete sec,PA-2003-4
5555,PA-2003,5,0.46,5.06,56.1,continental humide ete sec,PA-2003-5
6731,PA-2003,6,1.5,6.11,64.0,continental humide ete sec,PA-2003-6
7907,PA-2003,7,2.16,5.64,69.7,continental humide ete sec,PA-2003-7
9083,PA-2003,8,2.84,5.55,70.9,continental humide ete sec,PA-2003-8
10259,PA-2003,9,4.36,7.13,61.7,continental humide ete sec,PA-2003-9
11435,PA-2003,10,4.76,4.19,48.5,continental humide ete sec,PA-2003-10
12611,PA-2003,11,4.72,4.3,44.7,continental humide ete sec,PA-2003-11
13787,PA-2003,12,4.83,4.17,30.7,continental humide ete sec,PA-2003-12
852,PA-2004,1,4.56,3.29,20.0,continental humide ete sec,PA-2004-1
2028,PA-2004,2,3.93,2.26,27.0,continental humide ete sec,PA-2004-2
3204,PA-2004,3,3.06,2.84,39.5,continental humide ete sec,PA-2004-3
4380,PA-2004,4,3.29,4.87,48.3,continental humide ete sec,PA-2004-4
5556,PA-2004,5,3.17,5.44,63.4,continental humide ete sec,PA-2004-5
6732,PA-2004,6,3.08,4.4,64.8,continental humide ete sec,PA-2004-6
7908,PA-2004,7,4.32,7.1,69.2,continental humide ete sec,PA-2004-7
9084,PA-2004,8,4.8,5.26,67.9,continental humide ete sec,PA-2004-8
10260,PA-2004,9,6.78,8.87,64.1,continental humide ete sec,PA-2004-9
11436,PA-2004,10,6.13,2.61,50.6,continental humide ete sec,PA-2004-10
12612,PA-2004,11,5.62,3.47,43.1,continental humide ete sec,PA-2004-11
13788,PA-2004,12,5.31,3.49,30.9,continental humide ete sec,PA-2004-12
853,PA-2005,1,6.09,5.58,26.3,continental humide ete sec,PA-2005-1
2029,PA-2005,2,-0.13,2.31,30.1,continental humide ete sec,PA-2005-2
3205,PA-2005,3,0.22,3.6,32.3,continental humide ete sec,PA-2005-3
4381,PA-2005,4,-0.05,3.8,49.7,continental humide ete sec,PA-2005-4
5557,PA-2005,5,-0.66,2.08,53.6,continental humide ete sec,PA-2005-5
6733,PA-2005,6,-1.45,2.74,69.7,continental humide ete sec,PA-2005-6
7909,PA-2005,7,-1.56,4.28,72.8,continental humide ete sec,PA-2005-7
9085,PA-2005,8,-1.95,3.51,72.0,continental humide ete sec,PA-2005-8
10261,PA-2005,9,-2.88,1.82,65.5,continental humide ete sec,PA-2005-9
11437,PA-2005,10,1.04,6.5,52.5,continental humide ete sec,PA-2005-10
12613,PA-2005,11,1.47,4.35,43.0,continental humide ete sec,PA-2005-11
13789,PA-2005,12,1.06,2.4,26.4,continental humide ete sec,PA-2005-12
854,PA-2006,1,1.54,4.25,35.2,continental humide ete sec,PA-2006-1
2030,PA-2006,2,-0.42,1.79,29.8,continental humide ete sec,PA-2006-2
3206,PA-2006,3,-1.39,1.48,37.0,continental humide ete sec,PA-2006-3
4382,PA-2006,4,-1.5,3.48,50.5,continental humide ete sec,PA-2006-4
5558,PA-2006,5,-1.66,3.32,57.3,continental humide ete sec,PA-2006-5
6734,PA-2006,6,1.71,7.67,66.0,continental humide ete sec,PA-2006-6
7910,PA-2006,7,1.91,5.08,72.4,continental humide ete sec,PA-2006-7
9086,PA-2006,8,1.8,3.94,70.4,continental humide ete sec,PA-2006-8
10262,PA-2006,9,2.47,5.06,60.1,continental humide ete sec,PA-2006-9
11438,PA-2006,10,3.56,5.35,49.1,continental humide ete sec,PA-2006-10
12614,PA-2006,11,3.46,3.84,44.0,continental humide ete sec,PA-2006-11
13790,PA-2006,12,2.64,2.31,37.3,continental humide ete sec,PA-2006-12
855,PA-2007,1,2.83,3.79,31.3,continental humide ete sec,PA-2007-1
2031,PA-2007,2,2.37,2.24,20.1,continental humide ete sec,PA-2007-2
3207,PA-2007,3,2.33,4.01,37.4,continental humide ete sec,PA-2007-3
4383,PA-2007,4,2.57,4.31,44.8,continental humide ete sec,PA-2007-4
5559,PA-2007,5,-1.01,1.96,60.1,continental humide ete sec,PA-2007-5
6735,PA-2007,6,-1.25,3.7,67.8,continental humide ete sec,PA-2007-6
7911,PA-2007,7,-1.53,3.4,68.8,continental humide ete sec,PA-2007-7
9087,PA-2007,8,-0.68,5.79,70.6,continental humide ete sec,PA-2007-8
10263,PA-2007,9,-1.43,2.0,64.4,continental humide ete sec,PA-2007-9
11439,PA-2007,10,-1.52,3.89,57.8,continental humide ete sec,PA-2007-10
12615,PA-2007,11,0.13,4.07,39.5,continental humide ete sec,PA-2007-11
13791,PA-2007,12,1.09,4.96,31.4,continental humide ete sec,PA-2007-12
856,PA-2008,1,0.6,2.03,29.2,continental humide ete sec,PA-2008-1
2032,PA-2008,2,1.98,5.21,27.7,continental humide ete sec,PA-2008-2
3208,PA-2008,3,2.74,5.38,35.6,continental humide ete sec,PA-2008-3
4384,PA-2008,4,-0.46,3.13,51.2,continental humide ete sec,PA-2008-4
5560,PA-2008,5,-0.2,4.18,54.0,continental humide ete sec,PA-2008-5
6736,PA-2008,6,-0.32,4.12,68.8,continental humide ete sec,PA-2008-6
7912,PA-2008,7,-0.18,4.43,71.0,continental humide ete sec,PA-2008-7
9088,PA-2008,8,-0.64,2.6,66.8,continental humide ete sec,PA-2008-8
10264,PA-2008,9,-0.44,4.16,63.4,continental humide ete sec,PA-2008-9
11440,PA-2008,10,-0.52,2.71,48.9,continental humide ete sec,PA-2008-10
12616,PA-2008,11,-0.91,2.3,38.9,continental humide ete sec,PA-2008-11
13792,PA-2008,12,1.27,5.57,30.7,continental humide ete sec,PA-2008-12
857,PA-2009,1,-0.07,2.68,20.5,continental humide ete sec,PA-2009-1
2033,PA-2009,2,-0.74,1.3,29.6,continental humide ete sec,PA-2009-2
3209,PA-2009,3,-1.43,2.11,38.2,continental humide ete sec,PA-2009-3
4385,PA-2009,4,-1.56,3.25,49.1,continental humide ete sec,PA-2009-4
5561,PA-2009,5,0.32,5.02,58.3,continental humide ete sec,PA-2009-5
6737,PA-2009,6,0.75,4.91,65.0,continental humide ete sec,PA-2009-6
7913,PA-2009,7,1.33,4.97,66.8,continental humide ete sec,PA-2009-7
9089,PA-2009,8,1.86,4.98,70.0,continental humide ete sec,PA-2009-8
10265,PA-2009,9,1.57,2.78,61.4,continental humide ete sec,PA-2009-9
11441,PA-2009,10,2.46,4.77,48.6,continental humide ete sec,PA-2009-10
12617,PA-2009,11,-0.82,1.61,44.8,continental humide ete sec,PA-2009-11
13793,PA-2009,12,0.7,4.39,28.9,continental humide ete sec,PA-2009-12
858,PA-2010,1,0.76,3.08,25.7,continental humide ete sec,PA-2010-1
2034,PA-2010,2,0.73,2.66,25.8,continental humide ete sec,PA-2010-2
3210,PA-2010,3,-0.23,3.57,42.0,continental humide ete sec,PA-2010-3
4386,PA-2010,4,-1.13,2.31,52.4,continental humide ete sec,PA-2010-4
5562,PA-2010,5,-1.22,4.02,60.5,continental humide ete sec,PA-2010-5
6738,PA-2010,6,-1.49,3.63,69.3,continental humide ete sec,PA-2010-6
7914,PA-2010,7,-1.3,4.64,73.3,continental humide ete sec,PA-2010-7
9090,PA-2010,8,-1.69,3.11,70.8,continental humide ete sec,PA-2010-8
10266,PA-2010,9,-1.77,3.41,63.6,continental humide ete sec,PA-2010-9
11442,PA-2010,10,0.67,5.15,51.4,continental humide ete sec,PA-2010-10
12618,PA-2010,11,0.74,3.29,40.8,continental humide ete sec,PA-2010-11
13794,PA-2010,12,0.9,3.44,25.4,continental humide ete sec,PA-2010-12
859,PA-2011,1,0.37,1.9,22.5,continental humide ete sec,PA-2011-1
2035,PA-2011,2,0.97,3.73,28.6,continental humide ete sec,PA-2011-2
3211,PA-2011,3,2.01,5.79,36.3,continental humide ete sec,PA-2011-3
4387,PA-2011,4,3.81,8.06,49.7,continental humide ete sec,PA-2011-4
5563,PA-2011,5,3.87,5.7,61.0,continental humide ete sec,PA-2011-5
6739,PA-2011,6,2.94,3.18,68.0,continental humide ete sec,PA-2011-6
7915,PA-2011,7,1.76,2.98,74.3,continental humide ete sec,PA-2011-7
9091,PA-2011,8,2.84,6.88,69.4,continental humide ete sec,PA-2011-8
10267,PA-2011,9,5.4,10.1,64.4,continental humide ete sec,PA-2011-9
11443,PA-2011,10,5.94,4.96,50.8,continental humide ete sec,PA-2011-10
12619,PA-2011,11,5.6,3.94,44.9,continental humide ete sec,PA-2011-11
13795,PA-2011,12,5.34,3.78,35.3,continental humide ete sec,PA-2011-12
860,PA-2012,1,5.05,3.36,30.0,continental humide ete sec,PA-2012-1
2036,PA-2012,2,-0.65,1.5,34.3,continental humide ete sec,PA-2012-2
3212,PA-2012,3,-1.45,2.89,47.7,continental humide ete sec,PA-2012-3
4388,PA-2012,4,-2.03,2.15,47.7,continental humide ete sec,PA-2012-4
5564,PA-2012,5,-1.75,5.1,63.7,continental humide ete sec,PA-2012-5
6740,PA-2012,6,-1.96,3.3,66.5,continental humide ete sec,PA-2012-6
7916,PA-2012,7,-1.72,4.73,74.1,continental humide ete sec,PA-2012-7
9092,PA-2012,8,-1.8,3.52,69.8,continental humide ete sec,PA-2012-8
10268,PA-2012,9,0.62,5.11,62.0,continental humide ete sec,PA-2012-9
11444,PA-2012,10,1.71,5.58,52.2,continental humide ete sec,PA-2012-10
12620,PA-2012,11,0.71,1.01,37.8,continental humide ete sec,PA-2012-11
13796,PA-2012,12,1.64,5.24,35.8,continental humide ete sec,PA-2012-12
861,PA-2013,1,1.54,2.97,29.0,continental humide ete sec,PA-2013-1
2037,PA-2013,2,-0.31,1.98,27.4,continental humide ete sec,PA-2013-2
3213,PA-2013,3,-0.84,2.14,33.8,continental humide ete sec,PA-2013-3
4389,PA-2013,4,-1.12,3.02,48.7,continental humide ete sec,PA-2013-4
5565,PA-2013,5,-1.44,3.23,58.9,continental humide ete sec,PA-2013-5
6741,PA-2013,6,0.88,6.11,67.4,continental humide ete sec,PA-2013-6
7917,PA-2013,7,1.15,5.09,72.7,continental humide ete sec,PA-2013-7
9093,PA-2013,8,1.24,3.85,67.6,continental humide ete sec,PA-2013-8
10269,PA-2013,9,0.75,2.37,61.0,continental humide ete sec,PA-2013-9
11445,PA-2013,10,0.81,3.65,53.4,continental humide ete sec,PA-2013-10
12621,PA-2013,11,1.04,3.42,37.4,continental humide ete sec,PA-2013-11
13797,PA-2013,12,1.44,3.99,30.8,continental humide ete sec,PA-2013-12
862,PA-2014,1,1.05,2.32,19.6,continental humide ete sec,PA-2014-1
2038,PA-2014,2,1.31,3.24,22.8,continental humide ete sec,PA-2014-2
3214,PA-2014,3,0.91,2.6,30.3,continental humide ete sec,PA-2014-3
4390,PA-2014,4,0.91,3.85,47.7,continental humide ete sec,PA-2014-4
5566,PA-2014,5,1.21,5.29,59.0,continental humide ete sec,PA-2014-5
6742,PA-2014,6,1.58,5.31,67.6,continental humide ete sec,PA-2014-6
7918,PA-2014,7,1.72,4.53,69.1,continental humide ete sec,PA-2014-7
9094,PA-2014,8,2.0,4.28,66.9,continental humide ete sec,PA-2014-8
10270,PA-2014,9,-0.6,1.88,62.5,continental humide ete sec,PA-2014-9
11446,PA-2014,10,-0.36,3.73,53.0,continental humide ete sec,PA-2014-10
12622,PA-2014,11,-0.45,2.44,36.7,continental humide ete sec,PA-2014-11
13798,PA-2014,12,-0.45,2.96,34.0,continental humide ete sec,PA-2014-12
863,PA-2015,1,-0.58,2.44,22.5,continental humide ete sec,PA-2015-1
2039,PA-2015,2,-1.08,1.52,16.1,continental humide ete sec,PA-2015-2
3215,PA-2015,3,-0.95,3.19,31.6,continental humide ete sec,PA-2015-3
4391,PA-2015,4,-0.8,3.86,48.4,continental humide ete sec,PA-2015-4
5567,PA-2015,5,-1.66,2.57,63.4,continental humide ete sec,PA-2015-5
6743,PA-2015,6,1.91,8.36,67.1,continental humide ete sec,PA-2015-6
7919,PA-2015,7,1.84,4.33,70.4,continental humide ete sec,PA-2015-7
9095,PA-2015,8,-0.54,2.57,68.9,continental humide ete sec,PA-2015-8
10271,PA-2015,9,-0.41,4.32,66.6,continental humide ete sec,PA-2015-9
11447,PA-2015,10,-0.11,3.78,50.7,continental humide ete sec,PA-2015-10
12623,PA-2015,11,-0.75,2.06,45.5,continental humide ete sec,PA-2015-11
13799,PA-2015,12,-0.45,4.1,42.3,continental humide ete sec,PA-2015-12
864,RI-1992,1,-0.27,3.86,29.4,continental humide ete sec,RI-1992-1
2040,RI-1992,2,-0.71,2.22,30.8,continental humide ete sec,RI-1992-2
3216,RI-1992,3,-0.68,3.9,34.5,continental humide ete sec,RI-1992-3
4392,RI-1992,4,-1.07,2.5,44.2,continental humide ete sec,RI-1992-4
5568,RI-1992,5,-1.72,1.26,55.7,continental humide ete sec,RI-1992-5
6744,RI-1992,6,0.35,4.62,64.7,continental humide ete sec,RI-1992-6
7920,RI-1992,7,0.6,3.62,68.2,continental humide ete sec,RI-1992-7
9096,RI-1992,8,1.67,7.15,67.8,continental humide ete sec,RI-1992-8
10272,RI-1992,9,2.05,4.58,61.9,continental humide ete sec,RI-1992-9
11448,RI-1992,10,1.59,2.04,49.7,continental humide ete sec,RI-1992-10
12624,RI-1992,11,1.85,5.26,41.1,continental humide ete sec,RI-1992-11
13800,RI-1992,12,2.65,7.13,32.8,continental humide ete sec,RI-1992-12
865,RI-1993,1,1.94,2.53,30.1,continental humide ete sec,RI-1993-1
2041,RI-1993,2,2.11,4.23,24.4,continental humide ete sec,RI-1993-2
3217,RI-1993,3,2.81,6.69,34.2,continental humide ete sec,RI-1993-3
4393,RI-1993,4,2.78,4.9,47.1,continental humide ete sec,RI-1993-4
5569,RI-1993,5,-0.94,1.13,59.0,continental humide ete sec,RI-1993-5
6745,RI-1993,6,-1.6,1.68,66.3,continental humide ete sec,RI-1993-6
7921,RI-1993,7,-1.8,3.11,71.9,continental humide ete sec,RI-1993-7
9097,RI-1993,8,-2.59,1.62,71.3,continental humide ete sec,RI-1993-8
10273,RI-1993,9,-2.3,4.47,62.8,continental humide ete sec,RI-1993-9
11449,RI-1993,10,-2.02,3.74,50.1,continental humide ete sec,RI-1993-10
12625,RI-1993,11,-2.18,3.48,42.7,continental humide ete sec,RI-1993-11
13801,RI-1993,12,0.71,6.18,32.2,continental humide ete sec,RI-1993-12
866,RI-1994,1,1.14,5.38,21.3,continental humide ete sec,RI-1994-1
2042,RI-1994,2,0.74,2.65,24.6,continental humide ete sec,RI-1994-2
3218,RI-1994,3,1.69,7.28,36.8,continental humide ete sec,RI-1994-3
4394,RI-1994,4,-0.75,2.21,49.0,continental humide ete sec,RI-1994-4
5570,RI-1994,5,-0.7,3.36,55.0,continental humide ete sec,RI-1994-5
6746,RI-1994,6,-1.07,2.22,68.0,continental humide ete sec,RI-1994-6
7922,RI-1994,7,-1.67,1.86,74.7,continental humide ete sec,RI-1994-7
9098,RI-1994,8,-0.96,6.16,68.5,continental humide ete sec,RI-1994-8
10274,RI-1994,9,-0.7,4.06,61.5,continental humide ete sec,RI-1994-9
11450,RI-1994,10,-1.64,0.59,51.9,continental humide ete sec,RI-1994-10
12626,RI-1994,11,-1.48,5.33,46.7,continental humide ete sec,RI-1994-11
13802,RI-1994,12,-1.1,4.9,36.6,continental humide ete sec,RI-1994-12
867,RI-1995,1,-1.11,3.61,34.1,continental humide ete sec,RI-1995-1
2043,RI-1995,2,-1.08,3.13,27.8,continental humide ete sec,RI-1995-2
3219,RI-1995,3,-1.62,2.56,39.5,continental humide ete sec,RI-1995-3
4395,RI-1995,4,-1.86,2.86,46.2,continental humide ete sec,RI-1995-4
5571,RI-1995,5,-1.72,3.32,55.4,continental humide ete sec,RI-1995-5
6747,RI-1995,6,-1.76,2.74,66.2,continental humide ete sec,RI-1995-6
7923,RI-1995,7,-2.13,1.89,73.4,continental humide ete sec,RI-1995-7
9099,RI-1995,8,-2.72,1.96,70.7,continental humide ete sec,RI-1995-8
10275,RI-1995,9,-2.64,3.5,61.4,continental humide ete sec,RI-1995-9
11451,RI-1995,10,0.89,6.85,55.7,continental humide ete sec,RI-1995-10
12627,RI-1995,11,1.21,5.21,39.9,continental humide ete sec,RI-1995-11
13803,RI-1995,12,0.67,2.56,28.4,continental humide ete sec,RI-1995-12
868,RI-1996,1,1.31,5.98,27.6,continental humide ete sec,RI-1996-1
2044,RI-1996,2,1.1,3.14,28.3,continental humide ete sec,RI-1996-2
3220,RI-1996,3,0.63,2.96,34.2,continental humide ete sec,RI-1996-3
4396,RI-1996,4,1.29,6.16,46.7,continental humide ete sec,RI-1996-4
5572,RI-1996,5,1.09,3.36,56.0,continental humide ete sec,RI-1996-5
6748,RI-1996,6,0.59,2.24,66.6,continental humide ete sec,RI-1996-6
7924,RI-1996,7,1.55,5.97,69.4,continental humide ete sec,RI-1996-7
9100,RI-1996,8,1.17,2.79,69.8,continental humide ete sec,RI-1996-8
10276,RI-1996,9,1.93,6.48,62.8,continental humide ete sec,RI-1996-9
11452,RI-1996,10,3.27,7.19,51.2,continental humide ete sec,RI-1996-10
12628,RI-1996,11,2.6,2.64,38.7,continental humide ete sec,RI-1996-11
13804,RI-1996,12,3.36,7.55,37.6,continental humide ete sec,RI-1996-12
869,RI-1997,1,3.07,4.01,28.4,continental humide ete sec,RI-1997-1
2045,RI-1997,2,-0.59,2.13,35.4,continental humide ete sec,RI-1997-2
3221,RI-1997,3,0.25,4.94,36.7,continental humide ete sec,RI-1997-3
4397,RI-1997,4,0.48,4.72,45.6,continental humide ete sec,RI-1997-4
5573,RI-1997,5,-0.16,2.84,54.0,continental humide ete sec,RI-1997-5
6749,RI-1997,6,-0.71,1.65,66.0,continental humide ete sec,RI-1997-6
7925,RI-1997,7,-1.23,1.91,71.2,continental humide ete sec,RI-1997-7
9101,RI-1997,8,-0.57,6.09,69.0,continental humide ete sec,RI-1997-8
10277,RI-1997,9,-1.24,1.22,62.5,continental humide ete sec,RI-1997-9
11453,RI-1997,10,-1.72,2.06,50.9,continental humide ete sec,RI-1997-10
12629,RI-1997,11,0.34,6.12,40.2,continental humide ete sec,RI-1997-11
13805,RI-1997,12,0.06,3.19,33.4,continental humide ete sec,RI-1997-12
870,RI-1998,1,0.86,6.38,34.3,continental humide ete sec,RI-1998-1
2046,RI-1998,2,1.63,5.64,36.0,continental humide ete sec,RI-1998-2
3222,RI-1998,3,1.96,6.0,39.9,continental humide ete sec,RI-1998-3
4398,RI-1998,4,2.11,5.29,48.4,continental humide ete sec,RI-1998-4
5574,RI-1998,5,2.42,5.6,59.8,continental humide ete sec,RI-1998-5
6750,RI-1998,6,4.72,10.85,64.9,continental humide ete sec,RI-1998-6
7926,RI-1998,7,-0.15,2.49,71.6,continental humide ete sec,RI-1998-7
9102,RI-1998,8,-0.31,3.5,71.6,continental humide ete sec,RI-1998-8
10278,RI-1998,9,-0.73,2.49,64.7,continental humide ete sec,RI-1998-9
11454,RI-1998,10,-0.5,4.28,52.7,continental humide ete sec,RI-1998-10
12630,RI-1998,11,-1.11,2.34,42.6,continental humide ete sec,RI-1998-11
13806,RI-1998,12,-1.84,1.53,37.7,continental humide ete sec,RI-1998-12
871,RI-1999,1,0.98,6.79,29.6,continental humide ete sec,RI-1999-1
2047,RI-1999,2,1.59,5.1,33.4,continental humide ete sec,RI-1999-2
3223,RI-1999,3,1.58,4.88,38.8,continental humide ete sec,RI-1999-3
4399,RI-1999,4,-1.01,1.4,48.3,continental humide ete sec,RI-1999-4
5575,RI-1999,5,-0.87,3.96,58.4,continental humide ete sec,RI-1999-5
6751,RI-1999,6,-1.93,0.2,68.6,continental humide ete sec,RI-1999-6
7927,RI-1999,7,-2.57,2.18,74.4,continental humide ete sec,RI-1999-7
9103,RI-1999,8,-2.95,2.74,70.4,continental humide ete sec,RI-1999-8
10279,RI-1999,9,0.86,7.53,65.5,continental humide ete sec,RI-1999-9
11455,RI-1999,10,1.63,5.64,51.4,continental humide ete sec,RI-1999-10
12631,RI-1999,11,0.98,2.8,46.5,continental humide ete sec,RI-1999-11
13807,RI-1999,12,0.46,2.76,35.7,continental humide ete sec,RI-1999-12
872,RI-2000,1,0.44,3.94,26.8,continental humide ete sec,RI-2000-1
2048,RI-2000,2,0.29,3.13,33.0,continental humide ete sec,RI-2000-2
3224,RI-2000,3,0.44,5.28,42.3,continental humide ete sec,RI-2000-3
4400,RI-2000,4,1.06,5.95,46.1,continental humide ete sec,RI-2000-4
5576,RI-2000,5,0.92,3.6,57.2,continental humide ete sec,RI-2000-5
6752,RI-2000,6,1.38,5.02,66.2,continental humide ete sec,RI-2000-6
7928,RI-2000,7,1.88,4.39,68.5,continental humide ete sec,RI-2000-7
9104,RI-2000,8,1.73,3.3,68.7,continental humide ete sec,RI-2000-8
10280,RI-2000,9,1.8,4.02,62.2,continental humide ete sec,RI-2000-9
11456,RI-2000,10,-0.64,1.39,52.3,continental humide ete sec,RI-2000-10
12632,RI-2000,11,-0.67,4.08,42.2,continental humide ete sec,RI-2000-11
13808,RI-2000,12,-0.34,4.74,28.1,continental humide ete sec,RI-2000-12
873,RI-2001,1,-0.66,2.79,28.0,continental humide ete sec,RI-2001-1
2049,RI-2001,2,-0.93,2.52,30.9,continental humide ete sec,RI-2001-2
3225,RI-2001,3,1.94,9.83,35.3,continental humide ete sec,RI-2001-3
4401,RI-2001,4,0.99,2.04,47.5,continental humide ete sec,RI-2001-4
5577,RI-2001,5,0.95,4.11,58.9,continental humide ete sec,RI-2001-5
6753,RI-2001,6,1.75,6.34,68.9,continental humide ete sec,RI-2001-6
7929,RI-2001,7,1.8,3.25,68.2,continental humide ete sec,RI-2001-7
9105,RI-2001,8,1.76,4.22,72.7,continental humide ete sec,RI-2001-8
10281,RI-2001,9,-0.15,3.02,63.6,continental humide ete sec,RI-2001-9
11457,RI-2001,10,-0.89,1.52,53.6,continental humide ete sec,RI-2001-10
12633,RI-2001,11,-2.12,0.89,46.9,continental humide ete sec,RI-2001-11
13809,RI-2001,12,-2.66,2.71,38.6,continental humide ete sec,RI-2001-12
874,RI-2002,1,-2.81,2.94,34.7,continental humide ete sec,RI-2002-1
2050,RI-2002,2,-3.19,1.91,34.9,continental humide ete sec,RI-2002-2
3226,RI-2002,3,-2.82,4.59,39.3,continental humide ete sec,RI-2002-3
4402,RI-2002,4,-2.83,3.62,50.0,continental humide ete sec,RI-2002-4
5578,RI-2002,5,-1.81,5.64,55.3,continental humide ete sec,RI-2002-5
6754,RI-2002,6,-1.31,4.14,64.6,continental humide ete sec,RI-2002-6
7930,RI-2002,7,-1.73,1.49,72.5,continental humide ete sec,RI-2002-7
9106,RI-2002,8,-2.26,2.24,72.6,continental humide ete sec,RI-2002-8
10282,RI-2002,9,0.27,5.37,65.6,continental humide ete sec,RI-2002-9
11458,RI-2002,10,0.44,4.03,51.1,continental humide ete sec,RI-2002-10
12634,RI-2002,11,0.93,5.95,41.7,continental humide ete sec,RI-2002-11
13810,RI-2002,12,1.34,5.53,31.8,continental humide ete sec,RI-2002-12
875,RI-2003,1,0.7,2.33,23.5,continental humide ete sec,RI-2003-1
2051,RI-2003,2,0.98,4.17,25.2,continental humide ete sec,RI-2003-2
3227,RI-2003,3,1.23,5.27,36.8,continental humide ete sec,RI-2003-3
4403,RI-2003,4,1.48,4.87,44.2,continental humide ete sec,RI-2003-4
5579,RI-2003,5,1.41,3.57,54.0,continental humide ete sec,RI-2003-5
6755,RI-2003,6,2.23,6.05,64.2,continental humide ete sec,RI-2003-6
7931,RI-2003,7,2.29,3.7,71.7,continental humide ete sec,RI-2003-7
9107,RI-2003,8,2.36,4.79,73.0,continental humide ete sec,RI-2003-8
10283,RI-2003,9,2.28,4.05,64.6,continental humide ete sec,RI-2003-9
11459,RI-2003,10,3.23,6.43,50.7,continental humide ete sec,RI-2003-10
12635,RI-2003,11,-0.6,2.29,45.2,continental humide ete sec,RI-2003-11
13811,RI-2003,12,-0.11,5.44,34.7,continental humide ete sec,RI-2003-12
